Time (sec)	T1 (C)	T2 (C)	T3 (C)	T4 (C)	P1 (kPa)	P2 (kPa)	P3 (kPa)	P4 (kPa)	Fuel Flow  (L/hr)	RPM	Thrust (N)
80.731	41.519	41.131	66.709	41.595	0.016	0.102	0.130	0.024	0.007	-6.954	-0.784
80.931	41.514	41.140	66.855	41.901	0.016	0.098	0.133	0.022	0.006	-7.027	-0.636
81.131	41.509	41.031	66.229	41.654	0.016	0.106	0.127	0.020	0.007	-8.200	-1.267
81.332	41.551	41.085	67.070	41.693	0.016	0.096	0.131	0.021	0.007	-4.553	-0.368
81.533	41.514	41.050	67.041	41.452	0.016	0.102	0.138	0.022	0.007	-8.086	-1.327
81.733	41.512	41.127	66.989	41.825	0.016	0.101	0.139	0.023	0.007	-4.909	-0.422
81.933	41.557	40.943	66.791	41.255	0.016	0.091	0.135	0.022	0.007	-4.796	-0.921
82.133	41.506	41.088	66.787	41.131	0.016	0.104	0.136	0.022	0.007	-3.793	-0.258
82.333	41.431	41.029	67.043	41.837	0.016	0.106	0.145	0.023	0.007	-8.879	-1.135
82.533	41.439	41.098	67.091	41.670	0.016	0.109	0.138	0.023	0.007	-7.828	-1.048
82.733	41.503	40.940	67.074	41.491	0.016	0.098	0.140	0.023	0.007	-7.084	-1.300
82.933	41.468	41.068	67.145	41.117	0.016	0.095	0.124	0.022	0.007	-5.434	-0.614
83.133	41.523	40.981	67.451	41.431	0.016	0.092	0.130	0.022	0.007	-5.620	-1.250
83.335	41.493	41.133	67.256	41.804	0.016	0.093	0.140	0.023	0.007	-4.464	-0.176
83.535	41.441	41.004	67.215	41.204	0.016	0.104	0.137	0.023	0.007	-7.714	-1.135
83.734	41.403	41.081	67.133	41.692	0.016	0.098	0.142	0.022	0.007	-9.049	-1.196
83.934	41.415	41.038	67.092	41.660	0.016	0.108	0.150	0.022	0.007	-7.658	-0.505
84.135	41.434	40.966	67.241	41.999	0.016	0.098	0.141	0.023	0.007	-8.563	-1.558
84.334	41.459	41.093	67.235	41.620	0.016	0.103	0.131	0.023	0.007	-4.488	-0.258
84.534	41.468	41.054	66.808	41.206	0.016	0.094	0.137	0.024	0.007	-3.720	-0.483
84.736	41.457	40.989	66.814	41.950	0.016	0.092	0.130	0.023	0.007	-8.111	-1.442
84.935	41.384	41.050	66.908	41.144	0.016	0.094	0.146	0.022	0.007	-8.111	-1.311
85.135	41.450	40.969	67.055	42.142	0.016	0.098	0.136	0.022	0.007	-6.227	-1.481
85.336	41.403	40.983	66.971	42.340	0.016	0.101	0.137	0.022	0.007	-7.642	-1.267
85.537	41.480	41.076	66.447	41.505	0.016	0.102	0.127	0.021	0.007	-4.383	-0.740
85.738	41.411	41.047	66.827	41.657	0.016	0.105	0.142	0.021	0.007	-7.674	-0.910
85.938	41.477	41.120	67.315	41.891	0.016	0.107	0.144	0.021	0.007	-4.860	-0.417
86.138	41.393	41.022	66.892	42.128	0.016	0.096	0.136	0.022	0.007	-8.240	-1.086
86.338	41.406	41.097	66.890	41.971	0.016	0.098	0.136	0.021	0.007	-4.876	-0.576
86.538	41.382	41.052	67.072	41.672	0.016	0.101	0.133	0.021	0.007	-6.760	-0.686
86.739	41.429	41.024	67.107	41.234	0.016	0.097	0.132	0.023	0.007	-3.995	-0.422
86.939	41.408	40.913	66.968	40.916	0.016	0.114	0.138	0.022	0.007	-6.671	-1.404
87.140	41.319	40.899	66.811	41.470	0.016	0.110	0.146	0.022	0.007	-8.111	-1.371
87.339	41.366	41.036	67.097	41.470	0.016	0.106	0.140	0.022	0.007	-5.151	-0.225
87.540	41.359	41.057	66.453	41.548	0.016	0.091	0.139	0.022	0.007	-3.073	-0.346
87.739	41.342	41.058	66.678	41.935	0.016	0.111	0.127	0.020	0.007	-4.820	-0.439
87.939	41.385	41.057	66.909	41.775	0.016	0.108	0.127	0.022	0.007	-3.623	-0.373
88.139	41.426	40.918	66.526	41.189	0.016	0.106	0.127	0.022	0.007	-5.038	-1.124
88.339	41.428	40.923	66.676	41.635	0.016	0.107	0.131	0.021	0.007	-5.814	-1.305
88.539	41.392	40.998	66.943	41.103	0.016	0.103	0.125	0.021	0.007	-3.187	-0.598
88.739	41.391	41.047	66.886	41.712	0.016	0.102	0.125	0.021	0.008	-3.081	-0.669
88.939	41.393	40.890	66.412	41.260	0.016	0.091	0.135	0.021	0.007	-6.178	-1.563
89.139	41.408	40.961	66.010	41.783	0.016	0.109	0.134	0.022	0.007	-5.232	-1.015
89.339	41.297	41.074	67.019	42.157	0.016	0.106	0.141	0.020	0.007	-6.591	-0.976
89.539	41.330	40.919	66.727	41.829	0.016	0.101	0.146	0.023	0.007	-7.254	-1.519
89.739	41.268	40.935	67.085	41.929	0.016	0.107	0.138	0.021	0.007	-7.027	-1.338
89.939	41.358	40.874	66.614	41.642	0.016	0.091	0.131	0.022	0.007	-5.499	-1.360
90.139	41.423	40.966	67.074	41.645	0.016	0.094	0.133	0.023	0.007	-4.529	-0.954
90.341	41.355	41.001	67.384	42.097	0.016	0.111	0.129	0.022	0.007	-7.949	-1.190
90.540	41.341	40.950	66.632	41.918	0.016	0.112	0.133	0.023	0.007	-7.933	-1.393
90.741	41.329	41.004	66.453	42.034	0.016	0.112	0.141	0.023	0.007	-7.763	-1.207
90.941	41.335	41.039	66.610	41.629	0.016	0.095	0.135	0.023	0.007	-6.243	-0.735
91.141	41.398	40.972	66.671	41.211	0.016	0.103	0.139	0.022	0.008	-7.876	-1.026
91.341	41.325	40.979	66.966	42.086	0.016	0.104	0.134	0.023	0.007	-7.690	-1.212
91.542	41.304	41.061	66.760	41.651	0.016	0.109	0.140	0.022	0.007	-7.027	-0.916
91.741	41.366	40.893	66.227	41.225	0.016	0.103	0.125	0.023	0.007	-6.178	-1.250
91.941	41.316	40.935	66.609	41.539	0.016	0.104	0.132	0.023	0.008	-7.132	-1.607
92.141	41.410	40.962	66.463	41.602	0.016	0.097	0.137	0.021	0.008	-4.464	-0.762
92.341	41.233	40.951	66.654	41.165	0.016	0.103	0.130	0.023	0.007	-7.302	-1.113
92.542	41.300	40.938	66.613	41.899	0.016	0.109	0.137	0.022	0.007	-7.140	-1.426
92.743	41.306	40.889	66.995	41.306	0.016	0.098	0.151	0.023	0.007	-6.227	-1.442
92.943	41.401	40.998	66.342	41.412	0.016	0.105	0.138	0.021	0.008	-3.001	-0.636
93.143	41.328	40.880	66.705	41.321	0.016	0.100	0.149	0.023	0.008	-6.421	-1.459
93.343	41.353	40.942	66.268	41.441	0.016	0.102	0.134	0.023	0.008	-7.512	-1.514
93.544	41.287	41.034	66.720	41.553	0.016	0.113	0.133	0.022	0.007	-5.766	-0.768
93.743	41.289	41.013	66.556	41.933	0.016	0.102	0.144	0.023	0.007	-3.938	-0.614
93.944	41.367	40.897	66.958	42.217	0.016	0.094	0.138	0.021	0.007	-6.469	-1.355
94.143	41.363	40.888	66.627	40.951	0.016	0.101	0.128	0.024	0.007	-4.254	-1.283
94.344	41.314	41.012	66.433	41.457	0.016	0.096	0.120	0.022	0.007	-4.553	-0.351
94.543	41.253	40.989	66.604	41.319	0.016	0.097	0.138	0.024	0.007	-6.348	-0.861
94.743	41.353	40.898	66.683	41.072	0.016	0.096	0.134	0.024	0.007	-3.599	-1.250
94.944	41.357	40.884	66.970	40.728	0.016	0.094	0.127	0.023	0.007	-5.176	-1.037
95.144	41.224	40.912	66.566	42.128	0.016	0.096	0.142	0.024	0.007	-7.124	-1.278
95.344	41.305	40.968	66.473	41.196	0.016	0.107	0.131	0.023	0.007	-4.642	-0.609
95.544	41.315	40.820	66.066	41.534	0.016	0.100	0.136	0.022	0.007	-6.259	-1.733
95.744	41.244	40.906	66.820	41.733	0.016	0.098	0.138	0.024	0.007	-8.644	-1.481
95.944	41.276	40.975	66.516	41.619	0.016	0.094	0.127	0.023	0.007	-2.523	-0.389
96.144	41.310	40.836	66.687	41.454	0.016	0.102	0.127	0.025	0.008	-6.332	-1.366
96.345	41.270	40.966	67.039	41.607	0.016	0.112	0.133	0.022	0.007	-5.143	-0.614
96.544	41.391	40.947	66.622	41.645	0.016	0.103	0.122	0.023	0.008	-3.162	-0.587
96.745	41.293	40.977	66.632	41.651	0.016	0.107	0.127	0.022	0.007	-6.251	-1.239
96.944	41.315	40.918	66.452	41.244	0.016	0.099	0.128	0.022	0.007	-7.173	-1.009
97.145	41.384	41.024	67.237	41.592	0.016	0.099	0.132	0.022	0.007	-4.731	-0.570
97.345	41.433	40.881	66.606	41.763	0.016	0.113	0.138	0.023	0.007	-7.545	-1.678
97.546	41.450	40.851	66.558	41.888	0.016	0.110	0.130	0.023	0.007	-5.798	-1.623
97.746	41.367	40.876	66.886	41.626	0.016	0.103	0.137	0.022	0.007	-6.946	-1.673
97.947	41.431	40.925	66.173	41.038	0.016	0.105	0.124	0.022	0.008	-3.510	-0.883
98.147	41.428	40.893	66.110	41.731	0.016	0.100	0.135	0.022	0.007	-6.162	-1.678
98.348	41.323	40.908	66.596	41.994	0.016	0.104	0.132	0.023	0.007	-7.488	-0.938
98.548	41.470	40.918	66.639	41.836	0.016	0.105	0.125	0.022	0.007	-4.957	-0.614
98.748	41.344	40.909	66.349	41.666	0.016	0.126	0.135	0.024	0.007	-8.297	-1.152
98.948	41.484	40.897	66.783	41.259	0.016	0.100	0.139	0.022	0.007	-4.682	-1.229
99.148	41.403	40.984	66.271	41.383	0.016	0.116	0.125	0.024	0.007	-4.068	-0.625
99.348	41.449	40.872	66.418	41.298	0.016	0.116	0.134	0.023	0.007	-5.281	-1.514
99.549	41.439	40.880	66.304	41.949	0.016	0.094	0.134	0.023	0.007	-7.221	-1.541
99.749	41.454	40.905	66.181	41.575	0.016	0.113	0.140	0.023	0.007	-4.981	-0.729
99.948	41.400	40.839	66.119	41.413	0.016	0.116	0.132	0.022	0.007	-7.625	-1.503
100.148	41.459	40.841	66.459	41.545	0.016	0.112	0.135	0.023	0.007	-6.291	-1.409
100.348	41.425	40.852	66.270	41.369	0.016	0.102	0.131	0.025	0.008	-4.747	-1.141
100.548	41.419	40.884	66.081	41.691	0.016	0.107	0.133	0.022	0.007	-3.987	-0.719
100.748	41.356	40.855	66.228	41.244	0.016	0.110	0.146	0.023	0.007	-7.528	-1.234
100.948	41.407	40.795	66.329	41.227	0.016	0.105	0.123	0.022	0.008	-4.747	-1.278
101.148	41.404	40.893	66.379	41.421	0.016	0.108	0.141	0.022	0.008	-4.593	-0.927
101.349	41.326	40.959	66.757	41.793	0.016	0.113	0.136	0.022	0.007	-7.334	-0.395
101.548	41.341	40.930	66.197	41.649	0.016	0.118	0.150	0.023	0.007	-6.615	-0.740
101.748	41.367	40.869	66.117	41.219	0.016	0.108	0.135	0.022	0.007	-3.874	-0.806
101.949	41.271	40.880	66.233	41.403	0.016	0.113	0.141	0.021	0.007	-5.159	-0.729
102.148	41.371	40.863	66.410	41.470	0.016	0.110	0.135	0.021	0.007	-3.478	-0.762
102.348	41.276	40.812	66.591	41.666	0.016	0.115	0.146	0.023	0.007	-8.766	-1.508
102.548	41.324	40.928	66.403	41.567	0.016	0.113	0.128	0.023	0.007	-3.623	-0.664
102.748	41.313	40.925	66.329	41.260	0.016	0.103	0.135	0.022	0.007	-3.712	-0.631
102.949	41.383	40.920	66.298	41.553	0.016	0.112	0.134	0.023	0.007	-4.221	-0.784
103.151	41.308	40.902	66.010	41.819	0.016	0.113	0.134	0.022	0.007	-6.736	-1.508
103.350	41.279	40.910	66.586	41.629	0.016	0.106	0.140	0.022	0.007	-5.394	-0.658
103.551	41.401	40.815	66.651	41.279	0.016	0.104	0.134	0.023	0.007	-5.030	-1.442
103.751	41.336	40.944	66.703	41.723	0.016	0.117	0.140	0.023	0.007	-4.464	-0.444
103.950	41.338	40.777	65.912	41.632	0.016	0.102	0.138	0.023	0.008	-6.348	-1.579
104.150	41.269	40.924	66.307	40.946	0.016	0.107	0.149	0.021	0.007	-6.437	-0.954
104.350	41.322	40.961	66.329	41.379	0.016	0.106	0.135	0.023	0.007	-5.750	-0.335
104.552	41.364	40.930	66.881	41.515	0.016	0.112	0.140	0.021	0.007	-5.289	-0.658
104.752	41.366	40.915	66.485	41.487	0.016	0.098	0.135	0.024	0.008	-4.610	-0.894
104.952	41.350	40.813	66.520	41.454	0.016	0.108	0.140	0.023	0.007	-5.911	-1.673
105.152	41.351	40.932	66.161	41.388	0.016	0.095	0.145	0.024	0.007	-4.537	-0.751
105.353	41.288	40.775	66.311	41.278	0.016	0.108	0.136	0.024	0.007	-7.237	-1.475
105.553	41.353	40.969	66.300	42.095	0.016	0.113	0.144	0.023	0.008	-3.502	-0.784
105.752	41.284	41.019	66.349	41.940	0.016	0.102	0.141	0.022	0.008	-4.011	-0.554
105.953	41.371	40.848	66.355	42.127	0.016	0.109	0.143	0.022	0.008	-4.771	-0.998
106.154	41.370	40.883	66.258	41.554	0.016	0.109	0.141	0.023	0.008	-4.723	-1.059
106.354	41.254	40.943	66.931	41.887	0.016	0.119	0.146	0.023	0.008	-8.022	-1.640
106.555	41.372	40.953	66.443	41.002	0.016	0.102	0.139	0.024	0.007	-1.958	-0.729
106.754	41.353	40.874	66.474	41.494	0.016	0.118	0.142	0.023	0.008	-3.437	-0.878
106.954	41.260	40.886	66.385	40.958	0.016	0.117	0.140	0.025	0.008	-6.251	-1.355
107.154	41.315	40.829	66.944	41.369	0.015	0.102	0.125	0.023	0.008	-4.998	-1.108
107.354	41.293	40.865	65.519	41.612	0.016	0.119	0.149	0.023	0.007	-7.084	-1.442
107.554	41.351	40.801	66.482	41.604	0.015	0.104	0.145	0.024	0.007	-7.278	-1.377
107.754	41.355	40.871	66.535	41.748	0.016	0.114	0.147	0.022	0.003	-4.941	-0.795
107.954	41.397	40.856	66.305	40.838	0.016	0.110	0.134	0.022	0.003	-5.798	-0.724
108.154	41.324	40.935	66.004	41.763	0.016	0.097	0.135	0.023	0.014	-6.388	-1.601
108.354	41.367	40.956	66.179	41.527	0.016	0.108	0.142	0.022	0.011	-2.119	-0.795
108.554	41.382	40.938	66.054	41.193	0.016	0.113	0.140	0.022	0.008	-3.340	-0.488
108.754	41.388	40.889	66.344	41.265	0.016	0.093	0.147	0.022	0.008	-2.992	-1.080
108.954	41.286	40.833	66.412	41.441	0.015	0.101	0.137	0.022	0.008	-6.477	-1.585
109.155	41.295	40.840	66.274	41.746	0.016	0.116	0.142	0.022	0.007	-6.122	-1.388
109.356	41.377	40.836	66.069	41.164	0.016	0.093	0.141	0.022	0.008	-2.782	-1.234
109.555	41.401	40.848	66.090	41.254	0.016	0.094	0.140	0.024	0.007	-5.062	-1.459
109.755	41.410	40.854	66.372	42.027	0.016	0.102	0.144	0.022	0.007	-4.949	-1.026
109.957	41.395	40.838	66.621	41.434	0.016	0.095	0.136	0.023	0.007	-5.095	-1.612
110.156	41.375	40.892	66.594	41.537	0.016	0.106	0.139	0.022	0.007	-1.966	-0.664
110.357	41.266	40.922	66.184	41.842	0.016	0.105	0.148	0.022	0.008	-3.461	-0.784
110.556	41.381	40.793	65.948	41.664	0.016	0.093	0.147	0.022	0.007	-6.283	-1.558
110.756	41.322	40.934	66.744	40.927	0.016	0.094	0.138	0.023	0.007	-4.416	-0.620
110.956	41.433	40.926	67.199	41.253	0.016	0.114	0.121	0.022	0.007	-2.596	-0.603
111.156	41.343	40.966	66.872	41.342	0.016	0.113	0.140	0.022	0.007	-4.367	-0.466
111.356	41.308	40.885	66.155	41.220	0.016	0.116	0.145	0.023	0.008	-6.348	-1.201
111.557	41.364	40.810	66.330	41.086	0.016	0.104	0.145	0.022	0.007	-5.863	-1.563
111.756	41.294	40.905	66.587	41.813	0.016	0.104	0.148	0.023	0.007	-6.146	-0.559
111.956	41.297	40.931	66.246	41.482	0.016	0.115	0.139	0.023	0.007	-5.297	-0.439
112.157	41.362	40.808	66.191	41.824	0.016	0.105	0.141	0.022	0.007	-5.580	-1.322
112.358	41.250	40.916	66.921	41.560	0.016	0.117	0.143	0.021	0.007	-6.000	-1.048
112.557	41.333	40.880	66.086	41.364	0.016	0.123	0.143	0.021	0.008	-6.502	-1.091
112.757	41.270	40.858	66.315	41.336	0.016	0.103	0.141	0.021	0.007	-5.944	-1.064
112.958	41.257	40.933	66.462	41.432	0.016	0.123	0.147	0.021	0.007	-5.499	-0.658
113.157	41.381	40.914	66.252	41.803	0.016	0.113	0.146	0.021	0.008	-2.119	-0.570
113.357	41.320	40.991	65.987	41.248	0.016	0.112	0.142	0.020	0.007	-3.777	-0.411
113.557	41.372	40.956	66.155	41.677	0.016	0.111	0.142	0.022	0.008	-2.103	-0.389
113.758	41.321	40.876	66.066	41.049	0.016	0.114	0.149	0.021	0.007	-6.033	-1.475
113.957	41.311	40.978	66.193	42.135	0.016	0.122	0.145	0.022	0.007	-4.715	-0.554
114.157	41.234	40.836	66.309	41.641	0.016	0.118	0.150	0.022	0.007	-6.914	-1.174
114.357	41.370	40.872	65.694	41.334	0.016	0.114	0.138	0.023	0.008	-1.117	-0.291
114.557	41.349	40.967	66.213	41.391	0.016	0.119	0.144	0.024	0.008	-3.049	-0.494
114.757	41.301	40.878	66.118	41.328	0.016	0.106	0.138	0.023	0.007	-5.669	-1.585
114.957	41.263	40.925	66.428	41.387	0.016	0.127	0.143	0.023	0.008	-5.167	-0.411
115.157	41.701	41.005	66.775	42.265	0.011	0.151	0.192	0.027	0.007	-5.653	-1.272
115.357	41.262	41.017	65.915	41.755	0.004	0.161	0.208	0.023	0.007	-5.499	-1.804
115.557	41.948	41.843	67.167	41.750	0.005	0.166	0.210	0.024	0.007	110.520	-2.336
115.757	42.413	41.400	67.421	42.506	0.008	0.163	0.209	0.025	0.008	112.889	-2.928
115.958	41.740	41.509	66.310	41.834	0.013	0.180	0.241	0.026	0.007	111.628	-2.122
116.158	41.227	40.645	66.268	41.619	0.027	0.217	0.275	0.032	0.007	494.033	-2.901
116.358	41.018	40.543	66.724	41.213	0.033	0.276	0.318	0.036	0.008	495.852	-2.177
116.558	41.245	40.842	66.132	41.560	0.042	0.353	0.383	0.047	0.007	808.721	-1.963
116.757	40.992	40.667	66.329	41.161	0.047	0.415	0.444	0.053	0.007	1121.025	-1.985
116.957	41.531	41.260	66.544	42.093	0.051	0.489	0.496	0.061	0.007	1121.688	-2.177
117.158	41.219	40.413	66.878	42.563	0.055	0.571	0.575	0.068	0.007	1932.932	-1.700
117.358	41.299	40.315	67.278	42.591	0.054	0.636	0.661	0.083	0.007	1942.764	-2.934
117.558	40.972	41.264	66.368	42.216	0.056	0.754	0.747	0.099	0.007	1938.633	-2.550
117.759	41.393	41.285	67.536	42.991	0.061	0.832	0.838	0.104	0.007	2888.237	-1.174
117.958	40.538	41.342	67.253	42.628	0.055	0.919	0.925	0.115	0.007	2887.590	-2.095
118.159	40.111	40.947	65.918	41.921	0.066	1.026	1.012	0.140	0.007	3442.200	-1.409
118.358	40.331	41.032	66.205	42.424	0.069	1.131	1.130	0.135	0.007	3912.988	-1.015
118.558	40.380	41.591	66.641	43.310	0.072	1.253	1.229	0.161	0.007	3907.158	-1.585
118.759	40.531	41.683	66.588	43.162	0.078	1.369	1.163	0.169	0.007	4955.584	-1.728
118.958	40.077	41.280	66.618	42.903	0.085	1.489	1.422	0.198	0.007	4958.187	-2.325
119.158	39.363	41.003	65.986	43.386	0.096	1.595	1.558	0.211	0.007	4970.639	-1.919
119.359	39.570	41.324	66.578	43.449	0.096	1.730	1.677	0.211	0.007	6011.561	-1.909
119.558	38.764	41.052	65.671	43.339	0.107	1.831	1.771	0.203	0.007	6012.402	-1.590
119.758	38.501	41.228	66.361	43.188	0.105	1.924	1.885	0.242	0.007	6724.348	-0.762
119.958	38.633	41.209	66.935	43.510	0.110	2.045	2.000	0.255	0.007	7036.733	-1.048
120.158	38.522	41.138	65.899	43.314	0.118	2.136	2.100	0.267	0.008	7035.609	-1.744
120.358	39.337	42.046	67.011	45.188	0.124	2.253	2.207	0.285	0.007	8005.022	-0.993
120.558	38.077	41.833	65.387	44.529	0.117	2.344	2.307	0.298	0.007	8005.968	-1.464
120.758	37.517	41.271	65.277	44.545	0.126	2.436	2.409	0.307	0.007	8141.336	-1.739
120.958	37.855	41.896	66.014	44.345	0.130	2.530	2.489	0.319	0.007	8922.236	-1.431
121.158	37.540	41.299	65.301	44.538	0.137	2.637	2.574	0.321	0.008	8921.516	-1.832
121.358	38.086	41.936	66.504	46.068	0.142	2.710	2.626	0.327	0.007	9578.392	-1.492
121.558	37.808	41.927	65.969	45.816	0.143	2.795	2.726	0.333	0.007	9758.991	-0.943
121.758	37.267	41.297	65.351	45.534	0.138	2.867	2.802	0.344	0.007	9759.427	-1.179
121.959	36.633	41.724	65.131	45.535	0.138	2.941	2.886	0.349	17.193	10521.528	-2.386
122.159	36.324	41.874	64.440	45.399	0.137	3.013	2.949	0.375	38.146	10521.851	-3.959
122.359	36.783	43.693	65.497	46.224	0.134	3.074	3.019	0.367	38.093	10676.786	-4.475
122.558	35.769	41.861	64.111	46.067	0.138	3.145	3.080	0.370	38.156	11200.130	-4.299
122.758	35.379	41.193	63.785	44.940	0.143	3.202	3.120	0.366	38.156	11202.450	-3.016
122.958	35.833	41.864	64.258	45.647	0.136	3.228	3.182	0.370	38.143	11803.690	-3.855
123.158	34.724	40.695	63.184	45.617	0.138	3.286	3.218	0.381	38.156	11811.921	-3.992
123.358	34.348	40.874	63.296	45.816	0.140	3.337	3.260	0.364	38.159	11811.565	-3.592
123.559	34.254	40.910	63.009	45.797	0.137	3.359	3.301	0.372	38.159	12339.477	-4.195
123.759	34.459	41.521	63.219	46.072	0.141	3.411	3.343	0.360	38.163	12338.394	-3.746
123.960	33.514	40.777	62.108	45.263	0.200	4.933	4.804	0.504	38.165	12585.519	-2.578
124.160	33.198	41.091	63.804	46.754	0.271	5.100	4.987	0.511	38.164	12791.409	-2.863
124.360	33.209	40.767	70.124	47.278	0.286	5.532	5.391	0.543	38.165	12794.191	-1.470
124.559	33.001	40.904	80.916	49.455	0.322	6.000	5.796	0.586	38.165	13363.759	-3.263
124.760	32.690	40.794	94.076	50.831	0.345	6.410	6.204	0.625	38.165	13367.301	-1.634
124.959	32.568	40.327	110.192	53.213	0.361	6.843	6.658	0.672	38.164	13418.603	-1.585
125.159	32.422	41.056	125.990	55.311	0.415	7.431	7.222	0.702	34.628	14163.062	-1.453
125.359	32.403	40.839	144.657	57.940	0.435	8.078	7.699	0.804	29.012	14163.312	-2.183
125.559	31.990	40.478	164.459	60.262	0.464	8.570	8.279	0.889	29.011	14827.538	-0.905
125.759	31.950	40.302	183.204	62.890	0.491	9.047	8.797	0.915	29.010	15152.843	-1.519
125.961	31.851	41.172	203.502	65.449	0.536	9.682	9.547	1.068	29.010	15155.753	-0.719
126.161	31.661	40.470	225.854	68.928	0.579	10.313	10.241	1.070	28.999	16332.812	-0.028
126.361	31.466	41.922	246.572	71.246	0.635	11.005	10.967	1.160	28.934	16325.704	-0.658
126.561	31.375	41.596	268.421	75.117	0.641	11.818	11.794	1.318	28.933	16616.039	-0.104
126.760	31.495	41.654	288.373	77.313	0.684	12.455	12.531	1.399	28.933	17663.672	1.766
126.962	31.272	39.359	309.663	80.511	0.739	13.446	13.401	1.503	28.934	17668.661	1.524
127.161	31.401	40.723	329.323	84.211	0.773	14.796	14.748	1.769	28.933	19090.977	2.259
127.361	30.919	40.252	351.349	87.732	0.829	16.182	16.129	2.055	-0.207	19171.825	1.820
127.562	30.887	39.852	368.829	91.563	0.845	17.583	17.532	2.276	-0.212	19175.269	3.175
127.762	30.687	40.563	383.389	95.812	0.901	18.978	18.881	2.457	-0.214	20894.874	2.742
127.961	30.558	41.496	395.504	100.525	0.955	20.511	20.484	2.699	-0.214	20895.626	4.310
128.161	30.561	40.722	406.188	104.595	1.013	22.187	22.135	2.935	-0.213	21835.834	3.411
128.361	30.552	41.559	414.655	109.434	1.118	23.862	23.739	3.156	30.770	22859.114	5.643
128.561	30.306	41.553	421.233	114.429	1.149	25.592	25.483	3.376	38.162	22853.115	5.506
128.762	30.009	40.995	426.829	118.782	1.222	27.908	27.919	3.706	38.163	25033.044	6.827
128.961	29.901	41.517	432.338	122.395	1.331	30.068	29.943	3.807	38.164	25036.707	6.421
129.161	29.786	42.828	435.934	127.391	1.336	32.165	32.171	4.174	38.164	25362.149	7.200
129.362	29.646	41.659	438.491	130.543	1.355	34.723	34.658	4.497	38.164	27426.432	9.147
129.562	29.506	42.131	441.464	135.048	1.451	37.667	37.577	4.806	38.164	27426.594	10.479
129.763	29.449	42.570	442.684	137.984	1.410	40.826	40.733	5.206	38.165	29533.689	10.545
129.962	29.344	42.178	446.052	142.660	1.346	43.928	43.835	5.548	38.164	30033.075	12.541
130.162	29.036	42.029	447.473	145.385	1.212	47.497	47.369	6.080	38.165	30034.191	13.506
130.363	28.473	42.201	451.091	148.595	1.145	51.047	50.907	6.547	38.166	32881.160	14.746
130.563	28.803	43.226	451.020	153.013	1.171	54.862	54.633	6.989	38.160	32879.098	14.828
130.763	28.377	43.113	453.221	155.744	1.160	58.372	58.172	7.373	38.160	33808.101	17.658
130.963	28.632	42.398	451.598	159.730	1.252	61.986	61.785	7.546	38.169	35951.435	18.244
131.163	28.075	43.205	456.666	161.815	1.339	65.060	64.767	7.912	38.163	35950.708	19.182
131.363	27.776	43.324	457.550	164.977	1.461	68.472	68.199	8.226	38.163	39054.336	19.950
131.563	27.857	44.341	455.292	167.966	1.570	71.854	71.480	8.538	38.163	39125.052	20.038
131.763	27.474	44.481	453.179	170.022	1.697	73.775	73.489	8.571	22.467	39122.351	20.208
131.963	27.733	45.255	459.142	172.689	1.778	75.307	74.957	8.466	22.463	42250.179	20.701
132.163	27.217	47.257	458.196	174.748	1.839	76.449	76.073	8.323	20.222	42252.961	20.460
132.363	26.961	46.550	454.173	176.904	1.909	77.019	76.574	8.604	16.782	43742.508	21.606
132.563	26.294	46.692	454.249	177.971	2.263	75.132	74.714	8.183	16.781	45049.307	21.485
132.764	26.159	47.330	452.942	180.146	2.208	73.658	73.149	7.346	13.015	45049.258	21.217
132.964	25.935	47.859	451.558	181.253	2.159	72.330	71.872	7.133	12.885	47199.571	19.879
133.163	25.717	48.506	451.316	181.915	2.116	70.760	70.333	6.942	12.884	47207.050	20.279
133.363	25.514	49.079	450.652	182.894	2.073	69.163	68.609	6.610	13.186	47314.078	19.604
133.563	25.441	49.694	449.525	183.584	2.041	67.346	66.868	6.432	13.186	48564.707	19.347
133.763	25.205	50.143	448.394	185.316	1.984	65.548	65.068	6.224	13.074	48561.804	17.860
133.963	24.964	50.846	448.237	185.952	1.912	63.852	63.374	6.384	12.657	49170.717	18.294
134.164	24.818	51.418	446.857	186.384	1.842	62.097	61.677	6.539	12.657	49282.345	18.321
134.364	24.710	51.757	446.458	186.733	1.816	60.497	60.093	6.388	12.473	49281.318	16.797
134.564	24.551	52.430	446.288	187.674	1.780	59.350	58.926	6.158	12.430	49504.366	16.961
134.763	24.411	52.671	446.121	188.382	1.746	58.349	57.870	5.930	12.430	49503.525	16.040
134.963	24.268	53.253	446.557	187.950	1.741	57.275	56.865	6.078	12.317	49461.884	15.618
135.163	24.067	53.678	446.887	189.291	1.703	56.864	56.307	6.016	12.316	49382.509	15.771
135.365	23.928	54.133	447.425	190.017	1.677	55.894	55.422	5.630	12.320	49381.223	15.387
135.566	23.895	54.463	447.381	190.289	1.668	54.786	54.333	5.805	12.391	49059.266	15.349
135.765	23.699	55.006	448.111	190.771	1.641	53.994	53.521	5.784	12.391	49054.422	15.239
135.965	23.687	55.310	449.112	191.537	1.604	53.530	53.024	5.750	12.462	49058.894	15.722
136.165	23.500	55.624	449.312	192.099	1.598	52.939	52.482	5.882	12.505	48597.445	14.329
136.365	23.487	56.004	450.458	192.664	1.574	52.358	51.856	5.761	12.505	48599.434	14.559
